Date,Magnitude,Latitude,Longitude,UTM-x-coordinate,UTM-y-coordinate,Depth,Phase,Center-th,Center-en,Severity-level,Fname,Fid,DateNoTime,RangeDay,Start
2022-04-22 11:59:50,1.8,17.557,98.001,393977,1941453,1,11,ต.ท่าสองยาง อ.ท่าสองยาง จ.ตาก,"Tambon Tha Song Yang, Amphoe ThaSongYang, Tak",1,MOEI,5,2022-04-22,4586,
2022-10-18 08:49:15,3.9,16.755,98.41,437116,1852545,6,22,ประเทศเมียนมา,Myanmar,2,MOEI,5,2022-10-18,4765,
2022-11-18 19:10:29,2.1,16.721,98.438,440090,1848775,3,14,ประเทศเมียนมา,Myanmar,1,MOEI,5,2022-11-18,4796,
2022-12-14 01:33:05,2.9,16.315,98.918,491240,1803781,2,17,ประเทศเมียนมา,Myanmar,1,MOEI,5,2022-12-14,4822,
2022-12-30 22:49:15,3.1,17.486,97.906,383849,1933653,1,20,ประเทศเมียนมา,Myanmar,2,MOEI,5,2022-12-30,4838,
2023-01-25 06:33:51,2.1,16.341,99.134,514312,1806660,1,19,ต.โป่งน้ำร้อน อ.คลองลาน จ.กำแพงเพชร,"Tambon Pong Nam Ron, Amphoe KhlongLan, KamphaengPhet",1,MOEI,5,2023-01-25,4864,
2023-02-14 18:50:09,1.7,17.24,98.553,452480,1906160,1,15,ต.แม่ตื่น อ.แม่ระมาด จ.ตาก,"Tambon Mae Tuen, Amphoe MaeRamat, Tak",1,MOEI,5,2023-02-14,4884,
2023-06-15 16:15:46,2.2,17.856,97.64,355899,1974778,1,13,ประเทศเมียนมา,Myanmar,1,MOEI,5,2023-06-15,5005,
2023-07-28 12:40:08,2.8,17.464,97.994,393180,1931167,2,9,ประเทศเมียนมา,Myanmar,1,MOEI,5,2023-07-28,5048,
2023-09-22 16:51:34,1.8,16.841,98.654,463139,1861998,2,17,ต.พะวอ อ.แม่สอด จ.ตาก,"Tambon Pha Wo, Amphoe MaeSot, Tak",1,MOEI,5,2023-09-22,5104,
2023-09-23 23:28:24,2.4,16.876,98.689,466874,1865863,1,17,ต.แม่กาษา อ.แม่สอด จ.ตาก,"Tambon  Mae Kasa, Amphoe MaeSot, Tak",1,MOEI,5,2023-09-23,5105,
2023-10-15 03:00:59,2.1,17.496,97.915,384811,1934754,3,15,ประเทศเมียนมา,Myanmar,1,MOEI,5,2023-10-15,5127,
2024-01-06 10:09:22,1.9,17.781,97.833,376299,1966341,4,11,ต.สบเมย อ.สบเมย จ.แม่ฮ่องสอน,"Tambon Sop Moei, Amphoe SopMoei, MaeHongSon",1,MOEI,5,2024-01-06,5210,
2024-01-09 05:00:21,2.4,17.126,98.197,414581,1893670,6,15,ประเทศเมียนมา,Myanmar,1,MOEI,5,2024-01-09,5213,
2024-01-18 16:06:50,2.0,17.215,98.376,433654,1903446,1,16,ต.ขุนห้วยนกก๊ก  อ.ท่าสองยาง จ.ตาก,"Tambon Khun Huai Nok Kok, Amphoe ThaSongYang, Tak",1,MOEI,5,2024-01-18,5222,
2024-02-01 09:30:19,2.2,17.247,98.433,439725,1906968,1,12,ต.แม่ตื่น อ.แม่ระมาด จ.ตาก,"Tambon Mae Tuen, Amphoe MaeRamat, Tak",1,MOEI,5,2024-02-01,5236,
2024-02-02 18:59:03,2.4,17.819,97.723,364667,1970622,1,18,ต.แม่สามแลบ อ.สบเมย จ.แม่ฮ่องสอน,"Tambon Mae Sam Laep, Amphoe SopMoei, MaeHongSon",1,MOEI,5,2024-02-02,5237,
2024-02-24 18:14:50,1.6,17.404,98.155,410247,1924446,3,13,ต.แม่สอง อ.ท่าสองยาง จ.ตาก,"Tambon Mae Song, Amphoe ThaSongYang, Tak",1,MOEI,5,2024-02-24,5259,
